"2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-14","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-14","2015-12-13","2015-12-14","2015-12-13","2015-12-14","2015-12-13","2015-12-14"
"証券コード","会社名","市場","業種","PER","東証1部平均
PER","PBR","東証1部平均
PBR","昨季
営業利益増加率(%)","今期予想
営業利益増加率(%)","四半期の見通し
悪1 - 5良","四半期の見通し
悪1 - 5良","自己資本比率(%)","IR活動の数
(分割,分売,優待新設,優待拡充,優待変更,自己株式取得)","上場日","株主優待","配当月","サイクロ","一か月の
25日移動曲線の
値動き","25日
移動平均曲線の
値動き
乖離率","一か月の
25日移動曲線の
出来高","25日
移動平均曲線
出来高
"6095-T","メドピア","東証マザーズ","サービス業","413.28671328671328","40.4035351571764494","4.41044776119403004","3.36302460535379133","-48.485%","","2","1","78.900%","0","2014-06-27","なし","9月末日","0.4166666666666667","↓↓↓↓","-3.877%","↑↑↓↓","-58.507%","128.100%","76.000%","114.100%","90.818%","138.545%","221.550%","261.650%","150.160%","174.198%","134.649%","156.203%"
"6096-T","レアジョブ","東証マザーズ","サービス業","283.19559228650138","40.4035351571764494","4.53422724064925919","3.36302460535379133","51.515%","-181.000%","投資増","3","49.400%","0","2014-06-27","なし","3月末日","0.5","↓↓↓↓","-5.192%","↑↓↓↓","-10.714%","121.850%","50.800%","57.700%","43.909%","47.909%","42.000%","31.450%","120.603%","77.832%","102.868%","66.387%"
"6097-T","日本ビューホテル","東証1部","サービス業","45.6862286649520684","40.4035351571764494","1.31427610559946184","3.36302460535379133","42.226%","46.375%","4","4","61.700%","1","2014-07-23","あり","4月末日・10月末日","0.5833333333333334","↓↓↓↓","-7.023%","↑↑↑↑","-46.941%","483.850%","366.400%","1411.800%","157.364%","129.727%","231.900%","232.350%","137.207%","137.345%","464.712%","465.181%"
"6098-T","リクルートホールディングス","東証1部","サービス業","31.6246741963510019","40.4035351571764494","2.70099803361406865","3.36302460535379133","4.310%","-9.885%","2","4","68.100%","0","2014-10-16","なし","3月末日","0.5833333333333334","→→→→","-4.847%","↑↓↓↓","45.605%","51444.125%","49533.400%","74962.900%","3128.591%","2518.318%","28266.000%","28266.000%","285.714%","285.714%","102888.250%","102888.250%"
"6099-T","エラン","東証1部","サービス業","34.5956511116540426","40.4035351571764494","4.36605821410952188","3.36302460535379133","7.711%","43.803%","5","5","57.000%","4","2014-11-07","なし","12月末日","0.3333333333333333","↑↑↑↑","-4.456%","↑↑↑↑","36.190%","262.225%","167.000%","210.900%","73.909%","73.909%","260.000%","260.000%","202.690%","202.690%","372.052%","372.052%"
"6101-T","ツガミ","東証1部","機械","20.2931228861330339","18.7003456959921195","1.08401084010840121","1.11569014683454149","512.584%","-76.617%","2","1","78.100%","20","1949-06-10","なし","3月末日","0.5","↑→↓↓","-4.943%","↑↓↓→","-33.622%","1015.150%","1935.400%","3641.400%","315.500%","356.909%","348.195%","334.345%","265.578%","255.014%","1887.212%","1812.146%"
"6103-T","オークマ","東証1部","機械","13.3538840937114678","18.7003456959921195","1.35925498267985345","1.11569014683454149","55.491%","36.059%","5","5","62.600%","4","1949-05-01","なし","3月末日","0.6666666666666666","↑↑↑↑","1.599%","↑↓→↓","4.874%","4687.750%","4637.000%","12394.000%","379.000%","424.409%","785.975%","785.975%","266.111%","266.111%","8732.228%","8732.228%"
"6104-T","東芝機械","東証1部","機械","13.4864165588615776","18.7003456959921195","0.661841729359108677","1.11569014683454149","3.524%","-2.423%","3","2","59.300%","0","1949-08-01","なし","3月末日","0.5","↑↑→→","-4.585%","↑↑↓↓","-5.488%","1735.600%","2608.600%","9366.900%","457.682%","457.545%","592.425%","592.425%","202.851%","202.851%","2464.482%","2464.482%"
"6112-T","小島鉄工所","東証2部","機械","8.74357090374724422","18.7003456959921195","2.02933151432469305","1.11569014683454149","1856.522%","-76.889%","3","3","21.200%","0","1961-10-01","なし","11月末日","0.8333333333333334","→→→→","1.241%","↑↓→↓","-77.011%","30.100%","-82.200%","66.300%","41.182%","41.182%","35.675%","35.675%","203.146%","203.146%","42.803%","42.803%"
"6113-T","アマダホールディングス","東証1部","機械","16.9800569800569789","18.7003456959921195","1.03438999626855965","1.11569014683454149","70.687%","47.072%","5","5","82.200%","4","1961-10-01","なし","3月末日","0.3333333333333333","↑↑↑↑","0.935%","↑↑↑↑","34.358%","11532.525%","10791.400%","42332.100%","1372.045%","1487.136%","16477.100%","15876.100%","243.608%","234.722%","19665.882%","18948.572%"
"6118-T","アイダエンジニアリング","東証1部","機械","12.9661974725161819","18.7003456959921195","1.1609294795135503","1.11569014683454149","24.513%","28.577%","4","3","71.300%","0","1962-06-01","なし","3月末日","0.5","↑↑↑↑","-1.224%","↑↑↑↓","-1.544%","2345.675%","2983.600%","6710.500%","274.227%","277.773%","3251.350%","3253.350%","252.273%","252.428%","4142.252%","4144.800%"
"6121-T","滝澤鉄工所","東証1部","機械","10.0775193798449614","18.7003456959921195","0.792831675736535901","1.11569014683454149","39.438%","-58.261%","5","2","59.600%","0","1962-09-01","なし","3月末日","0.25","↓→↓→","-3.934%","↑↑↑↓","60.282%","282.850%","822.400%","1382.000%","288.500%","284.545%","328.905%","328.905%","285.714%","285.714%","565.700%","565.700%"
"6125-T","岡本工作機械製作所","東証2部","機械","11.1045481393975187","18.7003456959921195","0.920260414117186398","1.11569014683454149","-284.407%","-46.331%","4","4","38.100%","0","1963-06-26","なし","3月末日","0.75","→↑↑↑","11.085%","↑↑↑↑","9.818%","227.650%","22.000%","941.800%","235.909%","220.500%","221.540%","221.440%","268.333%","268.212%","427.603%","427.410%"
"6131-T","浜井産業","東証2部","機械","48.2758620689655231","18.7003456959921195","2.18111002921129504","1.11569014683454149","-262.037%","-73.714%","4","1","19.900%","0","1963-07-01","なし","3月末日","0.6666666666666666","↓↓↓↑","8.822%","↑↑↓↑","-67.884%","100.400%","-4.000%","180.000%","176.636%","172.818%","166.170%","166.170%","274.244%","274.244%","192.739%","192.739%"
"6134-T","富士機械製造","東証1部","機械","16.4969450101832997","18.7003456959921195","0.871755133669120497","1.11569014683454149","298.481%","20.471%","4","2","87.600%","0","1964-05-01","なし","3月末日","0.5","→↑↑→","1.830%","↑→↑↑","85.352%","3039.875%","3362.400%","13482.500%","315.409%","344.318%","4891.150%","4891.150%","285.714%","285.714%","6079.750%","6079.750%"
"6135-T","牧野フライス製作所","東証1部","機械","9.74919093851132779","18.7003456959921195","0.926976556339788815","1.11569014683454149","144.908%","8.158%","5","4","47.700%","0","1964-07-01","なし","3月末日","0.6666666666666666","↑↑↑→","-2.303%","↑↓↓↓","-38.204%","2980.625%","3721.600%","11719.200%","387.227%","388.136%","534.570%","534.670%","254.676%","254.724%","5313.655%","5314.649%"
"6136-T","オーエスジー","東証1部","機械","16.8360911182013773","18.7003456959921195","2.17478817620672471","1.11569014683454149","35.768%","27.331%","5","5","64.900%","0","1964-12-01","なし","11月末日","0.4166666666666667","↑↑↑→","-4.662%","↑↑↓↑","81.119%","5670.950%","6295.600%","9145.800%","312.045%","312.045%","4797.750%","4797.750%","285.714%","285.714%","11341.900%","11341.900%"
"6137-T","小池酸素工業","東証2部","機械","","18.7003456959921195","","1.11569014683454149","134.977%","10.426%","4","5","53.900%","0","1969-10-01","なし","3月末日","0.4","↑↑→↑","","↑↑↓→","-100.000%","404.800%","487.200%","2732.400%","93.773%","92.818%","194.645%","194.645%","245.917%","245.917%","696.830%","696.830%"
"6138-T","ダイジェット工業","東証1部","機械","12.4002900652646861","18.7003456959921195","0.782895339254647049","1.11569014683454149","72.727%","4.094%","2","4","41.600%","0","1962-06-01","なし","3月末日","0.5833333333333334","↑→→→","-3.521%","↑↑↑↑","44.928%","131.700%","175.600%","656.400%","127.045%","123.500%","139.795%","139.795%","266.908%","266.908%","246.062%","246.062%"
"6140-T","旭ダイヤモンド工業","東証1部","機械","19.1148520228074936","18.7003456959921195","1.41179773590959678","1.11569014683454149","6.225%","11.410%","3","4","80.200%","3","1972-10-01","なし","3月末日","0.5","↑↑↑↑","0.946%","↑↓↑↓","4.050%","2051.600%","2363.000%","5754.300%","468.045%","543.864%","2885.500%","2885.500%","285.714%","285.714%","4103.200%","4103.200%"
"6141-T","DMG森精機","東証1部","機械","","18.7003456959921195","0.900049247977719569","1.11569014683454149","52.143%","431.891%","4","3","53.200%","0","1979-11-01","なし","12月末日","0.6666666666666666","→→→↓","-3.983%","↑↓→↓","-42.672%","5450.700%","6319.800%","16655.400%","1352.500%","1352.500%","6356.150%","6356.150%","273.206%","273.206%","10424.157%","10424.157%"
"6143-T","ソディック","東証1部","機械","13.3473095737246688","18.7003456959921195","0.947919044735823335","1.11569014683454149","84.496%","28.072%","4","4","47.400%","0","1986-02-19","なし","3月末日","0.5","↑↑↑↑","-2.495%","↑↑↑↓","-30.966%","1279.700%","1906.600%","4938.600%","952.727%","853.409%","2456.600%","2456.600%","262.721%","262.721%","2353.429%","2353.429%"
"6144-F","西部電機","福証","機械","","18.7003456959921195","","1.11569014683454149","-31.733%","-17.681%","3","4","65.400%","0","1986-12-02","なし","3月末日","","→→→→","","→→→→","","43.660%","551.600%","1804.600%","52.273%","53.455%","549.500%","550.000%","207.124%","207.312%","395.633%","395.993%"
"6144-T","西部電機","東証2部","機械","13.1650135256988268","18.7003456959921195","0.615960983512496396","1.11569014683454149","-31.733%","-17.681%","3","4","65.400%","0","1986-12-02","なし","3月末日","0.5833333333333334","↑→→→","2.247%","↑↑↑↓","-41.546%","272.875%","551.600%","1804.600%","52.273%","53.455%","549.500%","550.000%","207.124%","207.312%","395.633%","395.993%"
"6145-T","日特エンジニアリング","JQスタンダード","機械","10.3049124788255213","18.7003456959921195","0.942129988126580997","1.11569014683454149","214.665%","-16.023%","4","4","73.100%","1","1989-01-31","なし","3月末日","0.3333333333333333","↓↓→→","-2.490%","↑↓↑↑","52.315%","78.768%","625.800%","2057.800%","213.727%","199.909%","813.900%","791.900%","256.982%","250.036%","885.585%","861.647%"
"6146-T","ディスコ","東証1部","機械","23.0155818578517533","18.7003456959921195","2.65862536578402642","1.11569014683454149","54.210%","33.169%","5","5","76.000%","0","1989-10-31","なし","3月末日","0.5833333333333334","↑↑↑↑","3.515%","↑↓↓→","32.281%","10721.475%","8787.200%","15106.000%","322.227%","382.682%","1736.050%","1738.400%","277.716%","277.726%","20842.660%","20843.449%"
"6147-T","ヤマザキ","JQスタンダード","機械","64.5569620253164516","18.7003456959921195","1.10029724805829887","1.11569014683454149","-77.273%","60.000%","3","4","37.300%","0","1990-03-26","なし","3月末日","0.4166666666666667","→→→→","-0.817%","↑↓↓↑","-45.608%","8.168%","70.200%","182.900%","25.409%","26.182%","75.300%","75.350%","95.492%","95.534%","34.124%","34.139%"
"6149-T","小田原エンジニアリング","JQスタンダード","機械","14.3645236579673234","18.7003456959921195","0.43603153338829348","1.11569014683454149","48.168%","123.793%","3","4","80.000%","1","1991-07-29","なし","12月末日","0.5833333333333334","→→→→","0.350%","↑↑→↑","-96.172%","17.208%","153.000%","797.900%","41.318%","41.318%","142.100%","142.100%","127.034%","127.034%","95.637%","95.637%"
"6150-T","タケダ機械","JQスタンダード","機械","7.2240259740259738","18.7003456959921195","1.2453939082979617","1.11569014683454149","59.270%","-40.035%","3","4","47.100%","0","1992-07-07","なし","5月末日","0.75","↓↓→→","-0.958%","↑↓↑→","10.526%","11.016%","179.400%","214.200%","29.364%","29.364%","33.250%","33.250%","186.275%","186.275%","89.775%","89.775%"
"6151-T","日東工器","東証1部","機械","18.1505262461110739","18.7003456959921195","1.22381211672186163","1.11569014683454149","18.206%","9.302%","4","4","86.300%","0","1995-10-24","あり","3月末日","0.3333333333333333","↑↑↑↑","1.688%","↑↓↓↑","111.932%","1477.175%","1863.400%","4641.000%","484.273%","305.773%","663.150%","663.150%","173.803%","173.803%","1797.163%","1797.163%"
"6155-T","高松機械工業","東証2部","機械","7.85504047093451074","18.7003456959921195","0.796560054472022494","1.11569014683454149","83.718%","31.167%","5","2","57.700%","0","2001-02-21","なし","3月末日","0.4166666666666667","↓↓↓↓","-1.943%","↑↑↑↑","-62.041%","235.825%","472.800%","1128.700%","102.545%","100.545%","551.000%","551.000%","285.714%","285.714%","471.650%","471.650%"
"6156-T","エーワン精密","JQスタンダード","機械","12.38162272843614","18.7003456959921195","0.657939476368582077","1.11569014683454149","14.384%","6.188%","5","4","90.200%","3","2003-03-06","なし","6月末日","0.7272727272727273","→→↑↑","5.784%","↓↑↑↑","-62.055%","23.220%","193.000%","715.900%","47.955%","47.955%","34.000%","34.000%","129.524%","129.524%","131.580%","131.580%"
"6157-T","日進工具","JQスタンダード","機械","11.3629259143482333","18.7003456959921195","1.53183778392729208","1.11569014683454149","38.541%","35.989%","5","5","83.300%","1","2004-11-19","なし","3月末日","0.4166666666666667","↑→↑→","1.512%","↑↓↓↓","5.863%","54.616%","528.200%","848.000%","66.545%","61.227%","204.600%","204.600%","187.003%","187.003%","446.834%","446.834%"
"6158-T","和井田製作所","JQスタンダード","機械","9.81001314374477218","18.7003456959921195","0.997909373784519604","1.11569014683454149","731.579%","81.857%","3","5","60.200%","0","2005-06-09","なし","3月末日","0.5","↑↑↑↑","5.837%","↑↑↑↓","-35.107%","22.968%","111.400%","505.500%","85.727%","84.682%","266.900%","266.900%","217.010%","217.010%","218.062%","218.062%"
"6159-T","ミクロン精密","JQスタンダード","機械","9.67377868544096309","18.7003456959921195","0.829651753676394321","1.11569014683454149","116.559%","","4","2","81.100%","2","2005-06-27","なし","8月末日","0.4166666666666667","↓↑↑→","3.258%","↓↓↑↑","559.509%","35.448%","632.000%","918.000%","35.364%","37.636%","102.400%","101.400%","227.859%","225.634%","353.376%","349.925%"
"6161-T","エスティック","東証マザーズ","機械","8.17514808831448647","18.7003456959921195","0.857846166886219619","1.11569014683454149","12.127%","9.220%","5","5","86.500%","0","2006-01-30","なし","3月20日","0.45454545454545453","↑↑↑↑","-3.251%","↑↑↑↓","-9.241%","91.950%","229.200%","357.600%","43.455%","42.636%","39.550%","39.550%","153.637%","153.637%","98.888%","98.888%"
"6163-T","エイチアンドエフ","JQスタンダード","機械","7.14890912942173262","18.7003456959921195","1.069722109967433","1.11569014683454149","-2.353%","7.300%","3","3","51.200%","0","2006-11-29","なし","3月末日","0.5","↑↑↑↑","3.208%","↑↑↑↓","-53.959%","53.664%","1126.400%","1174.300%","78.091%","77.273%","228.500%","224.500%","132.560%","130.239%","311.224%","305.776%"
"6164-T","太陽工機","JQスタンダード","機械","","18.7003456959921195","1.50457996753913026","1.11569014683454149","233.628%","29.178%","4","5","62.300%","0","2007-12-19","なし","12月末日","0.5454545454545454","↑↑↑↑","-0.690%","↑↑↑↑","-11.488%","19.240%","183.600%","287.500%","38.000%","33.909%","65.900%","65.900%","126.451%","126.451%","106.440%","106.440%"
"6165-T","パンチ工業","東証1部","機械","8.33829660512209614","18.7003456959921195","0.735012862725097693","1.11569014683454149","48.493%","8.005%","5","5","47.900%","0","2012-12-20","なし","3月末日","0.4166666666666667","↑↑↑→","-3.208%","↑↑↑↓","4.049%","277.075%","532.800%","1420.000%","234.818%","216.364%","553.050%","553.050%","285.714%","285.714%","554.150%","554.150%"
"6166-T","中村超硬","東証マザーズ","機械","15.761752009821393","18.7003456959921195","3.80188183598414309","1.11569014683454149","-319.571%","61.172%","4","4","33.000%","0","2015-06-24","なし","3月末日","0.6666666666666666","↑↑↑↑","30.159%","↑↓↑↑","-49.033%","408.650%","105.400%","244.300%","1.273%","62.773%","103.750%","130.250%","141.662%","177.846%","405.232%","508.738%"
"6167-T","冨士ダイス","東証2部","機械","16.6477272727272698","18.7003456959921195","0.683421773864365201","1.11569014683454149","6.667%","-17.831%","3","2","71.000%","0","2015-06-25","なし","3月末日","0.5","→→→→","1.041%","↑→↑↓","-24.562%","303.500%","443.600%","1730.600%","3.682%","94.318%","379.000%","896.500%","108.286%","256.143%","230.053%","544.175%"
"6171-T","土木管理総合試験所","東証2部","サービス業","13.3248151866386788","40.4035351571764494","2.14589120625541963","3.36302460535379133","-9.496%","-30.929%","4","5","47.100%","0","2015-08-26","なし","12月末日","0.4166666666666667","↑↓↓↓","-7.111%","↑↓↓↓","-46.679%","118.800%","133.600%","106.000%","0.773%","0.773%","32.000%","74.300%","78.144%","133.262%","64.985%","110.820%"
"6172-T","メタップス","東証マザーズ","サービス業","","40.4035351571764494","3.33809985085412908","3.36302460535379133","-17.098%","","4","3","86.000%","0","2015-08-28","なし","8月末日","0.3333333333333333","↑↑→↓","-15.528%","↑↑↓↓","-36.811%","693.700%","-151.600%","799.200%","1.000%","319.364%","238.000%","410.600%","121.646%","190.260%","590.700%","923.883%"
"6173-T","アクアライン","東証マザーズ","サービス業","10.7450313529599324","40.4035351571764494","3.12085198333076086","3.36302460535379133","40.127%","2.727%","4","5","19.600%","0","2015-08-31","なし","2月末日","0.25","↑↑→→","-5.936%","↑↓↓↓","-62.017%","48.825%","73.600%","21.500%","1.545%","92.091%","80.620%","40.700%","283.679%","120.879%","96.954%","41.313%"
"6174-T","デンタス","東証TPM","サービス業","","40.4035351571764494","","3.36302460535379133","","","","","","0","","なし","","","→→→→","","→→→→","","","","","","","","","","","",""
"6176-T","ブランジスタ","東証マザーズ","サービス業","69.1628102650399654","40.4035351571764494","9.43309616708744514","3.36302460535379133","41.176%","","","5","86.400%","0","2015-09-17","なし","9月末日","0.5833333333333334","↑↑↑↑","1.259%","↑↑↑↓","-79.797%","628.375%","104.400%","239.100%","","138.955%","","250.000%","","104.123%","","457.999%"
"6177-T","AppBank","東証マザーズ","サービス業","36.3117283950617278","40.4035351571764494","16.7294703163881984","3.36302460535379133","432.323%","82.922%","","5","31.500%","0","2015-10-15","なし","12月末日","0.08333333333333333","↓→↓↓","-24.366%","↑↓↓↓","-14.344%","456.150%","122.600%","43.100%","","0.364%","","21.400%","","17.988%","","57.438%"
"6178-T","日本郵政","東証1部","サービス業","23.7776696667477516","40.4035351571764494","0.595851290147576096","3.36302460535379133","0.812%","543.233%","","2","96.000%","1","2015-11-04","なし","3月末日","0.5833333333333334","↑→→↑","3.315%","↑↓↓↓","-71.199%","219600.000%","443885.200%","1529883.300%","","0.045%","","0.000%","","0.000%","","0.000%"
"6179-T","WBFリゾート沖縄","東証TPM","サービス業","","40.4035351571764494","","3.36302460535379133","","","","","","0","","なし","","","→→→→","","↓↓→→","","","","","","","","","","","",""
"6180-T","GMOメディア","東証マザーズ","サービス業","24.1398618801717184","40.4035351571764494","5.34597260877951985","3.36302460535379133","39.691%","58.426%","","4","43.400%","0","2015-10-23","なし","12月末日","0.4166666666666667","↓↓↓↓","-13.191%","↑↓↓↓","-81.612%","191.100%","94.400%","78.000%","","0.182%","","92.695%","","283.561%","","379.320%"
"6181-T","パートナーエージェント","東証マザーズ","サービス業","23.2424371538133805","40.4035351571764494","24.2984409799554584","3.36302460535379133","186.275%","202.740%","","5","8.400%","0","2015-10-27","なし","3月末日","0.3333333333333333","↓↓↓↓","-9.056%","↑↓↓↓","-43.489%","191.625%","34.200%","11.500%","","0.364%","","33.400%","","59.867%","","80.305%"
"6182-T","ロゼッタ","東証マザーズ","サービス業","45.3154597114964304","40.4035351571764494","6.25804893754024505","3.36302460535379133","21.698%","39.535%","","","78.700%","0","2015-11-19","なし","2月末日","0.16666666666666666","→→↓↓","-15.970%","→→↓↓","-91.759%","187.175%","48.200%","85.600%","","1.909%","","98.905%","","284.016%","","372.124%"
"6183-T","ベルシステム24ホールディングス","東証1部","サービス業","18.3502856346662959","40.4035351571764494","3.03323429834864911","3.36302460535379133","13.459%","-56.449%","","4","100.000%","0","2015-11-20","なし","2月末日","0.5833333333333334","→→↓→","0.162%","→→↓↓","-77.389%","2390.475%","5868.800%","4882.500%","","0.091%","","-21000.000%","","-1714.286%","","-28685.700%"
"6184-T","鎌倉新書","東証マザーズ","サービス業","42.4439500256717466","40.4035351571764494","12.5410872313527175","3.36302460535379133","-78.947%","","","5","42.100%","0","2015-12-04","なし","1月末日","0.0","→→→→","-7.081%","→→→→","13.806%","149.100%","17.000%","29.000%","","0.227%","","88.555%","","284.286%","","296.709%"
"6201-T","豊田自動織機","東証1部","輸送用機器","10.8195289136789761","19.6941222675016903","0.94587508867578951","1.17201418325017959","9.177%","69.449%","5","5","50.700%","0","1949-05-01","なし","3月末日","0.4166666666666667","↑↑↑→","-2.264%","↑↓↓↓","56.249%","52867.650%","61792.000%","235622.100%","581.045%","658.591%","11113.500%","11114.000%","194.898%","194.907%","72126.765%","72130.010%"
"6203-T","豊和工業","東証1部","機械","27.5344180225281612","18.7003456959921195","0.505696750515274296","1.11569014683454149","-73.964%","-159.848%","3","1","62.800%","0","1949-05-01","なし","3月末日","0.4166666666666667","→→→→","-3.055%","↑↑↑↑","47.845%","210.800%","291.000%","1668.700%","486.091%","487.136%","627.400%","627.400%","285.714%","285.714%","421.600%","421.600%"
"6205-T","OKK","東証1部","機械","10.0131752305665351","18.7003456959921195","0.54690029863634726","1.11569014683454149","128.650%","-9.657%","5","5","44.400%","0","1949-05-01","なし","3月末日","0.8333333333333334","→→↑→","1.822%","↑↓↑↓","-4.418%","311.600%","467.400%","2173.800%","341.091%","304.318%","395.275%","395.225%","277.262%","277.227%","604.764%","604.687%"
"6208-T","石川製作所","東証1部","機械","112.820512820512818","18.7003456959921195","2.40568616730453799","1.11569014683454149","-48.322%","-324.675%","2","1","33.900%","0","1953-01-01","なし","3月末日","0.5","↓→→↓","-3.551%","↑↑↓→","17.311%","143.675%","83.400%","247.700%","266.773%","262.409%","255.445%","255.445%","228.579%","228.579%","229.888%","229.888%"
"6210-T","東洋機械金属","東証1部","機械","5.68152538005668628","18.7003456959921195","0.66743348366982469","1.11569014683454149","5.131%","-2.706%","5","4","55.600%","0","1949-05-01","なし","3月末日","0.5833333333333334","↑→→→","-1.694%","↑↑↓↑","-13.071%","228.775%","831.400%","1299.200%","236.818%","231.182%","1035.150%","1035.150%","285.714%","285.714%","457.550%","457.550%"
"6217-T","津田駒工業","東証1部","機械","","18.7003456959921195","0.614604165650456058","1.11569014683454149","149.454%","-43.045%","2","2","40.400%","0","1961-10-01","なし","11月末日","0.6666666666666666","↑↑→→","-1.130%","↑↑↑↑","-0.180%","211.025%","-185.400%","1410.600%","262.182%","262.182%","319.575%","319.575%","268.255%","268.255%","396.259%","396.259%"
"6218-T","エンシュウ","東証1部","機械","60.7594936708860729","18.7003456959921195","0.790448744339234288","1.11569014683454149","-110.376%","35.000%","1","2","23.800%","0","1953-08-01","なし","3月末日","0.6666666666666666","→↑↑↑","-3.148%","↑↑↑↓","-25.193%","157.250%","270.000%","787.200%","264.045%","247.636%","285.420%","285.420%","256.708%","256.708%","282.572%","282.572%"
"6222-T","島精機製作所","東証1部","機械","13.2288529975362703","18.7003456959921195","0.670859102235734195","1.11569014683454149","68.971%","-15.161%","2","4","77.600%","0","1990-12-25","あり","3月末日・9月末日","0.5833333333333334","→→↑↑","4.072%","↑↓↑↓","51.341%","1808.950%","3214.200%","9798.500%","711.909%","793.136%","1604.500%","1604.500%","250.507%","250.507%","3172.088%","3172.088%"
"6239-T","ナガオカ","JQスタンダード","機械","10.9363702096890822","18.7003456959921195","1.00720023307112849","1.11569014683454149","-37.010%","-560.700%","4","4","35.200%","0","2015-06-29","なし","6月末日","0.08333333333333333","↓→→→","-1.459%","↑↑↑↑","-75.748%","10.100%","168.600%","269.300%","61.500%","61.500%","63.550%","63.550%","172.843%","172.843%","76.375%","76.375%"
"6240-T","ヤマシンフィルタ","東証2部","機械","17.391304347826086","18.7003456959921195","0.91447656156812851","1.11569014683454149","22.394%","-63.867%","2","1","67.900%","5","2014-10-08","あり","3月末日・9月末日","0.25","↓→↑↑","-3.410%","↑↓→→","251.463%","155.175%","307.800%","635.100%","58.000%","221.318%","138.950%","295.900%","127.673%","135.943%","138.682%","147.665%"
"6245-T","ヒラノテクシード","東証2部","機械","13.1337445464119149","18.7003456959921195","0.650342305027674983","1.11569014683454149","-84.501%","9.584%","4","3","77.900%","0","1962-04-01","なし","3月末日","0.4166666666666667","↑↑↑↑","0.239%","↑↓↑↓","-73.545%","340.600%","858.400%","2012.100%","91.682%","88.045%","752.700%","769.700%","279.404%","285.714%","666.155%","681.200%"
"6246-T","テクノスマート","東証2部","機械","80.0847457627118757","18.7003456959921195","0.396405088247323178","1.11569014683454149","-62.704%","","3","2","66.400%","0","1964-01-01","なし","3月末日","0.5454545454545454","↓↓↓↓","-1.863%","↑↑↓↓","-90.641%","103.350%","355.000%","1022.000%","38.727%","37.500%","54.105%","541.050%","285.714%","285.714%","206.700%","206.700%"
"6247-T","日阪製作所","東証1部","機械","24.6236284766522076","18.7003456959921195","0.595329899133224316","1.11569014683454149","-23.620%","22.057%","4","3","80.600%","0","1971-11-01","なし","3月末日","0.25","↑↑↑↑","-4.994%","↑↓↓↓","186.863%","817.500%","819.800%","5095.000%","129.273%","125.182%","1493.100%","1493.100%","260.662%","260.662%","1491.640%","1491.640%"
"6248-T","横田製作所","JQスタンダード","機械","12.1463165944430287","18.7003456959921195","1.09467251717245961","1.11569014683454149","-10.222%","-30.693%","3","3","79.500%","0","2013-06-13","なし","3月末日","0.4166666666666667","→→→→","-2.460%","↑↑↑↑","-82.538%","7.136%","82.200%","162.300%","45.045%","42.773%","49.150%","49.150%","149.950%","149.950%","46.815%","46.815%"
"6249-T","ゲームカード・ジョイコホールディングス","JQスタンダード","機械","","18.7003456959921195","0.551137350234415679","1.11569014683454149","-39.399%","-12.254%","2","1","99.700%","0","2011-04-01","あり","3月末日","0.3333333333333333","→→→→","-0.221%","↑↓↑↑","22.642%","90.656%","583.600%","4127.200%","398.000%","403.091%","606.650%","606.650%","243.046%","243.046%","963.971%","963.971%"
"6250-T","やまびこ","東証1部","機械","9.35997976220591887","18.7003456959921195","0.989834135901551559","1.11569014683454149","13.307%","43.530%","4","4","46.100%","1","2008-12-01","なし","3月末日","0.5","→↑↑→","-4.238%","↑→↑↓","77.412%","1255.975%","2432.400%","4434.200%","204.545%","270.545%","516.850%","2170.900%","267.836%","281.245%","2354.768%","2472.655%"
"6254-T","野村マイクロ・サイエンス","JQスタンダード","機械","51.6079632465543625","18.7003456959921195","0.422697739758673474","1.11569014683454149","-35.280%","-239.350%","4","3","55.100%","0","2007-10-05","なし","3月末日","0.3333333333333333","↑↑→→","-6.180%","↑↓↓↓","-51.875%","13.888%","-63.400%","714.600%","102.773%","99.182%","379.100%","379.100%","213.385%","213.385%","129.653%","129.653%"
"6255-T","エヌ・ピー・シー","東証マザーズ","機械","10.7009345794392523","18.7003456959921195","0.956078824315297227","1.11569014683454149","11.135%","","4","2","52.400%","0","2007-06-29","なし","8月末日","0.4166666666666667","→→→→","-4.007%","↑↓↑↓","21.818%","127.350%","173.000%","528.100%","445.864%","397.136%","875.600%","885.100%","226.892%","229.354%","202.263%","204.458%"
"6256-T","ニューフレアテクノロジー","JQスタンダード","機械","8.66666666666666607","18.7003456959921195","1.43315261727965582","1.11569014683454149","-30.099%","34.464%","3","5","67.900%","0","2007-04-25","なし","3月末日","0.5833333333333334","↑↑↑↑","1.155%","↑↑↑↓","-54.297%","286.080%","5996.200%","4505.300%","101.000%","97.500%","210.000%","210.000%","100.000%","100.000%","1251.600%","1251.600%"
